shipname|shipaddress|shipcity|shipregion|shippostalcode|shipcountry|customerid|customername|address|city|region|postalcode|country|salesperson|orderid|orderdate|requireddate|shippeddate|shippername|productid|productname|unitprice|quantity|discount|extendedprice|freight
La maison d-Asie|"1 rue Alsace-Lorraine"|Toulouse||"31000"|France|LAMAI|La maison d'Asie|"1 rue Alsace-Lorraine"|Toulouse||"31000"|France|0.0|10493|"1997-04-02 00:00:00"|"1997-04-30 00:00:00"|"1997-04-10 00:00:00"|Federal Shipping|65|Louisiana Fiery Hot Pepper Sauce|16.8000|15|0.0|252.0|10.6400
La maison d-Asie|"1 rue Alsace-Lorraine"|Toulouse||"31000"|France|LAMAI|La maison d'Asie|"1 rue Alsace-Lorraine"|Toulouse||"31000"|France|0.0|10493|"1997-04-02 00:00:00"|"1997-04-30 00:00:00"|"1997-04-10 00:00:00"|Federal Shipping|66|Louisiana Hot Spiced Okra|13.6000|10|0.0|136.0|10.6400
La maison d-Asie|"1 rue Alsace-Lorraine"|Toulouse||"31000"|France|LAMAI|La maison d'Asie|"1 rue Alsace-Lorraine"|Toulouse||"31000"|France|0.0|10493|"1997-04-02 00:00:00"|"1997-04-30 00:00:00"|"1997-04-10 00:00:00"|Federal Shipping|69|Gudbrandsdalsost|28.8000|10|0.0|288.0|10.6400
White Clover Markets|"1029 - 12th Ave. S."|Seattle|WA|"98124"|USA|WHITC|White Clover Markets|"305 - 14th Ave. S. Suite 3B"|Seattle|WA|"98128"|USA|0.0|10504|"1997-04-11 00:00:00"|"1997-05-09 00:00:00"|"1997-04-18 00:00:00"|Federal Shipping|2|Chang|19.0000|12|0.0|228.0|59.1300
White Clover Markets|"1029 - 12th Ave. S."|Seattle|WA|"98124"|USA|WHITC|White Clover Markets|"305 - 14th Ave. S. Suite 3B"|Seattle|WA|"98128"|USA|0.0|10504|"1997-04-11 00:00:00"|"1997-05-09 00:00:00"|"1997-04-18 00:00:00"|Federal Shipping|21|Sir Rodney's Scones|10.0000|12|0.0|120.0|59.1300
White Clover Markets|"1029 - 12th Ave. S."|Seattle|WA|"98124"|USA|WHITC|White Clover Markets|"305 - 14th Ave. S. Suite 3B"|Seattle|WA|"98128"|USA|0.0|10504|"1997-04-11 00:00:00"|"1997-05-09 00:00:00"|"1997-04-18 00:00:00"|Federal Shipping|53|Perth Pasties|32.8000|10|0.0|328.0|59.1300
White Clover Markets|"1029 - 12th Ave. S."|Seattle|WA|"98124"|USA|WHITC|White Clover Markets|"305 - 14th Ave. S. Suite 3B"|Seattle|WA|"98128"|USA|0.0|10504|"1997-04-11 00:00:00"|"1997-05-09 00:00:00"|"1997-04-18 00:00:00"|Federal Shipping|61|Sirop d'rable|28.5000|25|0.0|712.0|59.1300
Bon app-|"12, rue des Bouchers"|Marseille||"13008"|France|BONAP|Bon app'|"12, rue des Bouchers"|Marseille||"13008"|France|0.0|10511|"1997-04-18 00:00:00"|"1997-05-16 00:00:00"|"1997-04-21 00:00:00"|Federal Shipping|4|Chef Anton's Cajun Seasoning|22.0000|50|0.0|1100.0|350.6400
Bon app-|"12, rue des Bouchers"|Marseille||"13008"|France|BONAP|Bon app'|"12, rue des Bouchers"|Marseille||"13008"|France|0.0|10511|"1997-04-18 00:00:00"|"1997-05-16 00:00:00"|"1997-04-21 00:00:00"|Federal Shipping|7|Uncle Bob's Organic Dried Pears|30.0000|50|0.0|1500.0|350.6400
Bon app-|"12, rue des Bouchers"|Marseille||"13008"|France|BONAP|Bon app'|"12, rue des Bouchers"|Marseille||"13008"|France|0.0|10511|"1997-04-18 00:00:00"|"1997-05-16 00:00:00"|"1997-04-21 00:00:00"|Federal Shipping|8|Northwoods Cranberry Sauce|40.0000|10|0.0|400.0|350.6400
Furia Bacalhau e Frutos do Mar|Jardim das rosas n. 32|Lisboa||"1675"|Portugal|FURIB|Furia Bacalhau e Frutos do Mar|Jardim das rosas n. 32|Lisboa||"1675"|Portugal|0.0|10551|"1997-05-28 00:00:00"|"1997-07-09 00:00:00"|"1997-06-06 00:00:00"|Federal Shipping|16|Pavlova|17.4500|40|0.0|698.0|72.9500
Furia Bacalhau e Frutos do Mar|Jardim das rosas n. 32|Lisboa||"1675"|Portugal|FURIB|Furia Bacalhau e Frutos do Mar|Jardim das rosas n. 32|Lisboa||"1675"|Portugal|0.0|10551|"1997-05-28 00:00:00"|"1997-07-09 00:00:00"|"1997-06-06 00:00:00"|Federal Shipping|35|Steeleye Stout|18.0000|20|0.0|360.0|72.9500
Furia Bacalhau e Frutos do Mar|Jardim das rosas n. 32|Lisboa||"1675"|Portugal|FURIB|Furia Bacalhau e Frutos do Mar|Jardim das rosas n. 32|Lisboa||"1675"|Portugal|0.0|10551|"1997-05-28 00:00:00"|"1997-07-09 00:00:00"|"1997-06-06 00:00:00"|Federal Shipping|44|Gula Malacca|19.4500|40|0.0|778.0|72.9500
Ottilies Kseladen|Mehrheimerstr. 369|Kln||"50739"|Germany|OTTIK|Ottilies Kseladen|Mehrheimerstr. 369|Kln||"50739"|Germany|0.0|10554|"1997-05-30 00:00:00"|"1997-06-27 00:00:00"|"1997-06-05 00:00:00"|Federal Shipping|16|Pavlova|17.4500|30|0.0|523.0|120.9700
Ottilies Kseladen|Mehrheimerstr. 369|Kln||"50739"|Germany|OTTIK|Ottilies Kseladen|Mehrheimerstr. 369|Kln||"50739"|Germany|0.0|10554|"1997-05-30 00:00:00"|"1997-06-27 00:00:00"|"1997-06-05 00:00:00"|Federal Shipping|23|Tunnbrd|9.0000|20|0.0|180.0|120.9700
Ottilies Kseladen|Mehrheimerstr. 369|Kln||"50739"|Germany|OTTIK|Ottilies Kseladen|Mehrheimerstr. 369|Kln||"50739"|Germany|0.0|10554|"1997-05-30 00:00:00"|"1997-06-27 00:00:00"|"1997-06-05 00:00:00"|Federal Shipping|62|Tarte au sucre|49.3000|20|0.0|986.0|120.9700
Ottilies Kseladen|Mehrheimerstr. 369|Kln||"50739"|Germany|OTTIK|Ottilies Kseladen|Mehrheimerstr. 369|Kln||"50739"|Germany|0.0|10554|"1997-05-30 00:00:00"|"1997-06-27 00:00:00"|"1997-06-05 00:00:00"|Federal Shipping|77|Original Frankfurter grne Soe|13.0000|10|0.0|130.0|120.9700
Rattlesnake Canyon Grocery|"2817 Milton Dr."|Albuquerque|NM|"87110"|USA|RATTC|Rattlesnake Canyon Grocery|"2817 Milton Dr."|Albuquerque|NM|"87110"|USA|0.0|10564|"1997-06-10 00:00:00"|"1997-07-08 00:00:00"|"1997-06-16 00:00:00"|Federal Shipping|17|Alice Mutton|39.0000|16|0.0|624.0|13.7500
Rattlesnake Canyon Grocery|"2817 Milton Dr."|Albuquerque|NM|"87110"|USA|RATTC|Rattlesnake Canyon Grocery|"2817 Milton Dr."|Albuquerque|NM|"87110"|USA|0.0|10564|"1997-06-10 00:00:00"|"1997-07-08 00:00:00"|"1997-06-16 00:00:00"|Federal Shipping|31|Gorgonzola Telino|12.5000|6|0.0|75.0|13.7500
Rattlesnake Canyon Grocery|"2817 Milton Dr."|Albuquerque|NM|"87110"|USA|RATTC|Rattlesnake Canyon Grocery|"2817 Milton Dr."|Albuquerque|NM|"87110"|USA|0.0|10564|"1997-06-10 00:00:00"|"1997-07-08 00:00:00"|"1997-06-16 00:00:00"|Federal Shipping|55|Pt chinois|24.0000|25|0.0|600.0|13.7500
B-s Beverages|Fauntleroy Circus|London||EC2 5NT|UK|BSBEV|B's Beverages|Fauntleroy Circus|London||EC2 5NT|UK|0.0|10578|"1997-06-24 00:00:00"|"1997-07-22 00:00:00"|"1997-07-25 00:00:00"|Federal Shipping|35|Steeleye Stout|18.0000|20|0.0|360.0|29.6000
B-s Beverages|Fauntleroy Circus|London||EC2 5NT|UK|BSBEV|B's Beverages|Fauntleroy Circus|London||EC2 5NT|UK|0.0|10578|"1997-06-24 00:00:00"|"1997-07-22 00:00:00"|"1997-07-25 00:00:00"|Federal Shipping|57|Ravioli Angelo|19.5000|6|0.0|117.0|29.6000
Ottilies Kseladen|Mehrheimerstr. 369|Kln||"50739"|Germany|OTTIK|Ottilies Kseladen|Mehrheimerstr. 369|Kln||"50739"|Germany|0.0|10580|"1997-06-26 00:00:00"|"1997-07-24 00:00:00"|"1997-07-01 00:00:00"|Federal Shipping|14|Tofu|23.2500|15|0.0|348.0|75.8900
Ottilies Kseladen|Mehrheimerstr. 369|Kln||"50739"|Germany|OTTIK|Ottilies Kseladen|Mehrheimerstr. 369|Kln||"50739"|Germany|0.0|10580|"1997-06-26 00:00:00"|"1997-07-24 00:00:00"|"1997-07-01 00:00:00"|Federal Shipping|41|Jack's New England Clam Chowder|9.6500|9|0.0|86.0|75.8900
Ottilies Kseladen|Mehrheimerstr. 369|Kln||"50739"|Germany|OTTIK|Ottilies Kseladen|Mehrheimerstr. 369|Kln||"50739"|Germany|0.0|10580|"1997-06-26 00:00:00"|"1997-07-24 00:00:00"|"1997-07-01 00:00:00"|Federal Shipping|65|Louisiana Fiery Hot Pepper Sauce|21.0500|30|0.0|631.0|75.8900
Mre Paillarde|"43 rue St. Laurent"|Montral|Qubec|H1J 1C3|Canada|MEREP|Mre Paillarde|"43 rue St. Laurent"|Montral|Qubec|H1J 1C3|Canada|0.0|10590|"1997-07-07 00:00:00"|"1997-08-04 00:00:00"|"1997-07-14 00:00:00"|Federal Shipping|1|Chai|18.0000|20|0.0|360.0|44.7700
Mre Paillarde|"43 rue St. Laurent"|Montral|Qubec|H1J 1C3|Canada|MEREP|Mre Paillarde|"43 rue St. Laurent"|Montral|Qubec|H1J 1C3|Canada|0.0|10590|"1997-07-07 00:00:00"|"1997-08-04 00:00:00"|"1997-07-14 00:00:00"|Federal Shipping|77|Original Frankfurter grne Soe|13.0000|60|0.0|780.0|44.7700
Tradiao Hipermercados|Av. Ins de Castro, 414|Sao Paulo|SP|"05634-030"|Brazil|TRADH|Tradio Hipermercados|Av. Ins de Castro, 414|Sao Paulo|SP|"05634-030"|Brazil|0.0|10606|"1997-07-22 00:00:00"|"1997-08-19 00:00:00"|"1997-07-31 00:00:00"|Federal Shipping|4|Chef Anton's Cajun Seasoning|22.0000|20|0.0|440.0|79.4000
Tradiao Hipermercados|Av. Ins de Castro, 414|Sao Paulo|SP|"05634-030"|Brazil|TRADH|Tradio Hipermercados|Av. Ins de Castro, 414|Sao Paulo|SP|"05634-030"|Brazil|0.0|10606|"1997-07-22 00:00:00"|"1997-08-19 00:00:00"|"1997-07-31 00:00:00"|Federal Shipping|55|Pt chinois|24.0000|20|0.0|480.0|79.4000
Tradiao Hipermercados|Av. Ins de Castro, 414|Sao Paulo|SP|"05634-030"|Brazil|TRADH|Tradio Hipermercados|Av. Ins de Castro, 414|Sao Paulo|SP|"05634-030"|Brazil|0.0|10606|"1997-07-22 00:00:00"|"1997-08-19 00:00:00"|"1997-07-31 00:00:00"|Federal Shipping|62|Tarte au sucre|49.3000|10|0.0|493.0|79.4000
Ricardo Adocicados|Av. Copacabana, 267|Rio de Janeiro|RJ|"02389-890"|Brazil|RICAR|Ricardo Adocicados|Av. Copacabana, 267|Rio de Janeiro|RJ|"02389-890"|Brazil|0.0|10622|"1997-08-06 00:00:00"|"1997-09-03 00:00:00"|"1997-08-11 00:00:00"|Federal Shipping|2|Chang|19.0000|20|0.0|380.0|50.9700
Ricardo Adocicados|Av. Copacabana, 267|Rio de Janeiro|RJ|"02389-890"|Brazil|RICAR|Ricardo Adocicados|Av. Copacabana, 267|Rio de Janeiro|RJ|"02389-890"|Brazil|0.0|10622|"1997-08-06 00:00:00"|"1997-09-03 00:00:00"|"1997-08-11 00:00:00"|Federal Shipping|68|Scottish Longbreads|12.5000|18|0.0|225.0|50.9700
Blondel pre et fils|"24, place Klber"|Strasbourg||"67000"|France|BLONP|Blondesddsl pre et fils|"24, place Klber"|Strasbourg||"67000"|France|0.0|10628|"1997-08-12 00:00:00"|"1997-09-09 00:00:00"|"1997-08-20 00:00:00"|Federal Shipping|1|Chai|18.0000|25|0.0|450.0|30.3600
Godos Cocina Tpica|C/ Romero, 33|Sevilla||"41101"|Spain|GODOS|Godos Cocina Tpica|C/ Romero, 33|Sevilla||"41101"|Spain|0.0|10629|"1997-08-12 00:00:00"|"1997-09-09 00:00:00"|"1997-08-20 00:00:00"|Federal Shipping|29|Thringer Rostbratwurst|123.7900|20|0.0|2475.0|85.4600
Godos Cocina Tpica|C/ Romero, 33|Sevilla||"41101"|Spain|GODOS|Godos Cocina Tpica|C/ Romero, 33|Sevilla||"41101"|Spain|0.0|10629|"1997-08-12 00:00:00"|"1997-09-09 00:00:00"|"1997-08-20 00:00:00"|Federal Shipping|64|Wimmers gute Semmelkndel|33.2500|9|0.0|299.0|85.4600
Folies gourmandes|"184, chausse de Tournai"|Lille||"59000"|France|FOLIG|Folies gourmandes|"184, chausse de Tournai"|Lille||"59000"|France|0.0|10634|"1997-08-15 00:00:00"|"1997-09-12 00:00:00"|"1997-08-21 00:00:00"|Federal Shipping|7|Uncle Bob's Organic Dried Pears|30.0000|35|0.0|1050.0|487.3800
Folies gourmandes|"184, chausse de Tournai"|Lille||"59000"|France|FOLIG|Folies gourmandes|"184, chausse de Tournai"|Lille||"59000"|France|0.0|10634|"1997-08-15 00:00:00"|"1997-09-12 00:00:00"|"1997-08-21 00:00:00"|Federal Shipping|18|Carnarvon Tigers|62.5000|50|0.0|3125.0|487.3800
Folies gourmandes|"184, chausse de Tournai"|Lille||"59000"|France|FOLIG|Folies gourmandes|"184, chausse de Tournai"|Lille||"59000"|France|0.0|10634|"1997-08-15 00:00:00"|"1997-09-12 00:00:00"|"1997-08-21 00:00:00"|Federal Shipping|51|Manjimup Dried Apples|53.0000|15|0.0|795.0|487.3800
Folies gourmandes|"184, chausse de Tournai"|Lille||"59000"|France|FOLIG|Folies gourmandes|"184, chausse de Tournai"|Lille||"59000"|France|0.0|10634|"1997-08-15 00:00:00"|"1997-09-12 00:00:00"|"1997-08-21 00:00:00"|Federal Shipping|75|Rhnbru Klosterbier|7.7500|2|0.0|15.0|487.3800
Around the Horn|Brook Farm Stratford St. Mary|Colchester|Essex|CO7 6JX|UK|AROUT|Around the Horn|"120 Hanover Sq."|London||WA1 1DP|UK|0.0|10707|"1997-10-16 00:00:00"|"1997-10-30 00:00:00"|"1997-10-23 00:00:00"|Federal Shipping|55|Pt chinois|24.0000|21|0.0|504.0|21.7400
Around the Horn|Brook Farm Stratford St. Mary|Colchester|Essex|CO7 6JX|UK|AROUT|Around the Horn|"120 Hanover Sq."|London||WA1 1DP|UK|0.0|10707|"1997-10-16 00:00:00"|"1997-10-30 00:00:00"|"1997-10-23 00:00:00"|Federal Shipping|57|Ravioli Angelo|19.5000|40|0.0|780.0|21.7400
Around the Horn|Brook Farm Stratford St. Mary|Colchester|Essex|CO7 6JX|UK|AROUT|Around the Horn|"120 Hanover Sq."|London||WA1 1DP|UK|0.0|10707|"1997-10-16 00:00:00"|"1997-10-30 00:00:00"|"1997-10-23 00:00:00"|Federal Shipping|70|Outback Lager|15.0000|28|0.0|420.0|21.7400
Familia Arquibaldo|Rua Ors, 92|Sao Paulo|SP|"05442-030"|Brazil|FAMIA|Familia Arquibaldo|Rua Ors, 92|Sao Paulo|SP|"05442-030"|Brazil|0.0|10725|"1997-10-31 00:00:00"|"1997-11-28 00:00:00"|"1997-11-05 00:00:00"|Federal Shipping|41|Jack's New England Clam Chowder|9.6500|12|0.0|115.0|10.8300
Familia Arquibaldo|Rua Ors, 92|Sao Paulo|SP|"05442-030"|Brazil|FAMIA|Familia Arquibaldo|Rua Ors, 92|Sao Paulo|SP|"05442-030"|Brazil|0.0|10725|"1997-10-31 00:00:00"|"1997-11-28 00:00:00"|"1997-11-05 00:00:00"|Federal Shipping|52|Filo Mix|7.0000|4|0.0|28.0|10.8300
Familia Arquibaldo|Rua Ors, 92|Sao Paulo|SP|"05442-030"|Brazil|FAMIA|Familia Arquibaldo|Rua Ors, 92|Sao Paulo|SP|"05442-030"|Brazil|0.0|10725|"1997-10-31 00:00:00"|"1997-11-28 00:00:00"|"1997-11-05 00:00:00"|Federal Shipping|55|Pt chinois|24.0000|6|0.0|144.0|10.8300
Around the Horn|Brook Farm Stratford St. Mary|Colchester|Essex|CO7 6JX|UK|AROUT|Around the Horn|"120 Hanover Sq."|London||WA1 1DP|UK|0.0|10741|"1997-11-14 00:00:00"|"1997-11-28 00:00:00"|"1997-11-18 00:00:00"|Federal Shipping|2|Chang|19.0000|15|0.0|285.0|10.9600
Suprmes dlices|Boulevard Tirou, 255|Charleroi||B-6000|Belgium|SUPRD|Suprmes dlices|Boulevard Tirou, 255|Charleroi||B-6000|Belgium|0.0|10767|"1997-12-05 00:00:00"|"1998-01-02 00:00:00"|"1997-12-15 00:00:00"|Federal Shipping|42|Singaporean Hokkien Fried Mee|14.0000|2|0.0|28.0|1.5900
Magazzini Alimentari Riuniti|Via Ludovico il Moro 22|Bergamo||"24100"|Italy|MAGAA|Magazzini Alimentari Riuniti|Via Ludovico il Moro 22|Bergamo||"24100"|Italy|0.0|10784|"1997-12-18 00:00:00"|"1998-01-15 00:00:00"|"1997-12-22 00:00:00"|Federal Shipping|36|Inlagd Sill|19.0000|30|0.0|570.0|70.0900
Magazzini Alimentari Riuniti|Via Ludovico il Moro 22|Bergamo||"24100"|Italy|MAGAA|Magazzini Alimentari Riuniti|Via Ludovico il Moro 22|Bergamo||"24100"|Italy|0.0|10784|"1997-12-18 00:00:00"|"1998-01-15 00:00:00"|"1997-12-22 00:00:00"|Federal Shipping|39|Chartreuse verte|18.0000|2|0.0|36.0|70.0900
Magazzini Alimentari Riuniti|Via Ludovico il Moro 22|Bergamo||"24100"|Italy|MAGAA|Magazzini Alimentari Riuniti|Via Ludovico il Moro 22|Bergamo||"24100"|Italy|0.0|10784|"1997-12-18 00:00:00"|"1998-01-15 00:00:00"|"1997-12-22 00:00:00"|Federal Shipping|72|Mozzarella di Giovanni|34.8000|30|0.0|1044.0|70.0900
Save-a-lot Markets|"187 Suffolk Ln."|Boise|ID|"83720"|USA|SAVEA|Save-a-lot Markets|"187 Suffolk Ln."|Boise|ID|"83720"|USA|0.0|10847|"1998-01-22 00:00:00"|"1998-02-05 00:00:00"|"1998-02-10 00:00:00"|Federal Shipping|1|Chai|18.0000|80|0.0|1440.0|487.5700
Save-a-lot Markets|"187 Suffolk Ln."|Boise|ID|"83720"|USA|SAVEA|Save-a-lot Markets|"187 Suffolk Ln."|Boise|ID|"83720"|USA|0.0|10847|"1998-01-22 00:00:00"|"1998-02-05 00:00:00"|"1998-02-10 00:00:00"|Federal Shipping|19|Teatime Chocolate Biscuits|9.2000|12|0.0|110.0|487.5700
Save-a-lot Markets|"187 Suffolk Ln."|Boise|ID|"83720"|USA|SAVEA|Save-a-lot Markets|"187 Suffolk Ln."|Boise|ID|"83720"|USA|0.0|10847|"1998-01-22 00:00:00"|"1998-02-05 00:00:00"|"1998-02-10 00:00:00"|Federal Shipping|37|Gravad lax|26.0000|60|0.0|1560.0|487.5700
Save-a-lot Markets|"187 Suffolk Ln."|Boise|ID|"83720"|USA|SAVEA|Save-a-lot Markets|"187 Suffolk Ln."|Boise|ID|"83720"|USA|0.0|10847|"1998-01-22 00:00:00"|"1998-02-05 00:00:00"|"1998-02-10 00:00:00"|Federal Shipping|45|Rogede sild|9.5000|36|0.0|342.0|487.5700
Save-a-lot Markets|"187 Suffolk Ln."|Boise|ID|"83720"|USA|SAVEA|Save-a-lot Markets|"187 Suffolk Ln."|Boise|ID|"83720"|USA|0.0|10847|"1998-01-22 00:00:00"|"1998-02-05 00:00:00"|"1998-02-10 00:00:00"|Federal Shipping|60|Camembert Pierrot|34.0000|45|0.0|1530.0|487.5700
Save-a-lot Markets|"187 Suffolk Ln."|Boise|ID|"83720"|USA|SAVEA|Save-a-lot Markets|"187 Suffolk Ln."|Boise|ID|"83720"|USA|0.0|10847|"1998-01-22 00:00:00"|"1998-02-05 00:00:00"|"1998-02-10 00:00:00"|Federal Shipping|71|Flotemysost|21.5000|55|0.0|1182.0|487.5700
Save-a-lot Markets|"187 Suffolk Ln."|Boise|ID|"83720"|USA|SAVEA|Save-a-lot Markets|"187 Suffolk Ln."|Boise|ID|"83720"|USA|0.0|10882|"1998-02-11 00:00:00"|"1998-03-11 00:00:00"|"1998-02-20 00:00:00"|Federal Shipping|42|Singaporean Hokkien Fried Mee|14.0000|25|0.0|350.0|23.1000
Save-a-lot Markets|"187 Suffolk Ln."|Boise|ID|"83720"|USA|SAVEA|Save-a-lot Markets|"187 Suffolk Ln."|Boise|ID|"83720"|USA|0.0|10882|"1998-02-11 00:00:00"|"1998-03-11 00:00:00"|"1998-02-20 00:00:00"|Federal Shipping|49|Maxilaku|20.0000|20|0.0|400.0|23.1000
Save-a-lot Markets|"187 Suffolk Ln."|Boise|ID|"83720"|USA|SAVEA|Save-a-lot Markets|"187 Suffolk Ln."|Boise|ID|"83720"|USA|0.0|10882|"1998-02-11 00:00:00"|"1998-03-11 00:00:00"|"1998-02-20 00:00:00"|Federal Shipping|54|Tourtire|7.4500|32|0.0|238.0|23.1000
Wolski Zajazd|ul. Filtrowa 68|Warszawa||"01-012"|Poland|WOLZA|Wolski  Zajazd|ul. Filtrowa 68|Warszawa||"01-012"|Poland|0.0|10906|"1998-02-25 00:00:00"|"1998-03-11 00:00:00"|"1998-03-03 00:00:00"|Federal Shipping|61|Sirop d'rable|28.5000|15|0.0|427.0|26.2900
Ana Trujillo Emparedados y helados|Avda. de la Constitucin 2222|Mxico D.F.||"5021"|Mexico|ANATR|Ana Trujillo Emparedados y helados|Avda. de la Constitucin 2222|Mxico D.F.||"05021"|Mexico|0.0|10926|"1998-03-04 00:00:00"|"1998-04-01 00:00:00"|"1998-03-11 00:00:00"|Federal Shipping|11|Queso Cabrales|21.0000|2|0.0|42.0|39.9200
Ana Trujillo Emparedados y helados|Avda. de la Constitucin 2222|Mxico D.F.||"5021"|Mexico|ANATR|Ana Trujillo Emparedados y helados|Avda. de la Constitucin 2222|Mxico D.F.||"05021"|Mexico|0.0|10926|"1998-03-04 00:00:00"|"1998-04-01 00:00:00"|"1998-03-11 00:00:00"|Federal Shipping|13|Konbu|6.0000|10|0.0|60.0|39.9200
Ana Trujillo Emparedados y helados|Avda. de la Constitucin 2222|Mxico D.F.||"5021"|Mexico|ANATR|Ana Trujillo Emparedados y helados|Avda. de la Constitucin 2222|Mxico D.F.||"05021"|Mexico|0.0|10926|"1998-03-04 00:00:00"|"1998-04-01 00:00:00"|"1998-03-11 00:00:00"|Federal Shipping|19|Teatime Chocolate Biscuits|9.2000|7|0.0|64.0|39.9200
Ana Trujillo Emparedados y helados|Avda. de la Constitucin 2222|Mxico D.F.||"5021"|Mexico|ANATR|Ana Trujillo Emparedados y helados|Avda. de la Constitucin 2222|Mxico D.F.||"05021"|Mexico|0.0|10926|"1998-03-04 00:00:00"|"1998-04-01 00:00:00"|"1998-03-11 00:00:00"|Federal Shipping|72|Mozzarella di Giovanni|34.8000|10|0.0|348.0|39.9200
Suprmes dlices|Boulevard Tirou, 255|Charleroi||B-6000|Belgium|SUPRD|Suprmes dlices|Boulevard Tirou, 255|Charleroi||B-6000|Belgium|0.0|10930|"1998-03-06 00:00:00"|"1998-04-17 00:00:00"|"1998-03-18 00:00:00"|Federal Shipping|21|Sir Rodney's Scones|10.0000|36|0.0|360.0|15.5500
Suprmes dlices|Boulevard Tirou, 255|Charleroi||B-6000|Belgium|SUPRD|Suprmes dlices|Boulevard Tirou, 255|Charleroi||B-6000|Belgium|0.0|10930|"1998-03-06 00:00:00"|"1998-04-17 00:00:00"|"1998-03-18 00:00:00"|Federal Shipping|27|Schoggi Schokolade|43.9000|25|0.0|1097.0|15.5500
Suprmes dlices|Boulevard Tirou, 255|Charleroi||B-6000|Belgium|SUPRD|Suprmes dlices|Boulevard Tirou, 255|Charleroi||B-6000|Belgium|0.0|10930|"1998-03-06 00:00:00"|"1998-04-17 00:00:00"|"1998-03-18 00:00:00"|Federal Shipping|55|Pt chinois|24.0000|25|0.0|600.0|15.5500
Suprmes dlices|Boulevard Tirou, 255|Charleroi||B-6000|Belgium|SUPRD|Suprmes dlices|Boulevard Tirou, 255|Charleroi||B-6000|Belgium|0.0|10930|"1998-03-06 00:00:00"|"1998-04-17 00:00:00"|"1998-03-18 00:00:00"|Federal Shipping|58|Escargots de Bourgogne|13.2500|30|0.0|397.0|15.5500
Wellington Importadora|Rua do Mercado, 12|Resende|SP|"08737-363"|Brazil|WELLI|Wellington Importadora|Rua do Mercado, 12|Resende|SP|"08737-363"|Brazil|0.0|10935|"1998-03-09 00:00:00"|"1998-04-06 00:00:00"|"1998-03-18 00:00:00"|Federal Shipping|1|Chai|18.0000|21|0.0|378.0|47.5900
Wellington Importadora|Rua do Mercado, 12|Resende|SP|"08737-363"|Brazil|WELLI|Wellington Importadora|Rua do Mercado, 12|Resende|SP|"08737-363"|Brazil|0.0|10935|"1998-03-09 00:00:00"|"1998-04-06 00:00:00"|"1998-03-18 00:00:00"|Federal Shipping|18|Carnarvon Tigers|62.5000|4|0.0|250.0|47.5900
Wellington Importadora|Rua do Mercado, 12|Resende|SP|"08737-363"|Brazil|WELLI|Wellington Importadora|Rua do Mercado, 12|Resende|SP|"08737-363"|Brazil|0.0|10935|"1998-03-09 00:00:00"|"1998-04-06 00:00:00"|"1998-03-18 00:00:00"|Federal Shipping|23|Tunnbrd|9.0000|8|0.0|72.0|47.5900
Great Lakes Food Market|"2732 Baker Blvd."|Eugene|OR|"97403"|USA|GREAL|Great Lakes Food Market|"2732 Baker Blvd."|Eugene|OR|"97403"|USA|0.0|11040|"1998-04-22 00:00:00"|"1998-05-20 00:00:00"||Federal Shipping|21|Sir Rodney's Scones|10.0000|20|0.0|200.0|18.8400
Great Lakes Food Market|"2732 Baker Blvd."|Eugene|OR|"97403"|USA|GREAL|Great Lakes Food Market|"2732 Baker Blvd."|Eugene|OR|"97403"|USA|0.0|11061|"1998-04-30 00:00:00"|"1998-06-11 00:00:00"||Federal Shipping|60|Camembert Pierrot|34.0000|15|0.0|510.0|14.0100
Hanari Carnes|Rua do Pao, 67|Rio de Janeiro|RJ|"05454-876"|Brazil|HANAR|Hanari Carnes|Rua do Pao, 67|Rio de Janeiro|RJ|"05454-876"|Brazil|0.0|10250|"1996-07-08 00:00:00"|"1996-08-05 00:00:00"|"1996-07-12 00:00:00"|United Package|41|Jack's New England Clam Chowder|7.7000|10|0.0|77.0|65.8300
Hanari Carnes|Rua do Pao, 67|Rio de Janeiro|RJ|"05454-876"|Brazil|HANAR|Hanari Carnes|Rua do Pao, 67|Rio de Janeiro|RJ|"05454-876"|Brazil|0.0|10250|"1996-07-08 00:00:00"|"1996-08-05 00:00:00"|"1996-07-12 00:00:00"|United Package|51|Manjimup Dried Apples|42.4000|35|0.0|1484.0|65.8300
Hanari Carnes|Rua do Pao, 67|Rio de Janeiro|RJ|"05454-876"|Brazil|HANAR|Hanari Carnes|Rua do Pao, 67|Rio de Janeiro|RJ|"05454-876"|Brazil|0.0|10250|"1996-07-08 00:00:00"|"1996-08-05 00:00:00"|"1996-07-12 00:00:00"|United Package|65|Louisiana Fiery Hot Pepper Sauce|16.8000|15|0.0|252.0|65.8300
Suprmes dlices|Boulevard Tirou, 255|Charleroi||B-6000|Belgium|SUPRD|Suprmes dlices|Boulevard Tirou, 255|Charleroi||B-6000|Belgium|0.0|10252|"1996-07-09 00:00:00"|"1996-08-06 00:00:00"|"1996-07-11 00:00:00"|United Package|20|Sir Rodney's Marmalade|64.8000|40|0.0|2592.0|51.3000
